"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6"
"-*ap_1_9_";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*ludo12480";0,004;-0,052;-0,405;0,022;-0,067;0,097
"*commentLikes_70";0,079;-0,352;0,12;-0,186;-0,449;0,05
"-*victoriamcgb";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*mattdc_73";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*edgar_baraldo";1,541;-0,052;-0,405;0,022;-0,067;-0,491
"*commentDate_9-10-2024";-1,857;-0,078;-0,607;0,454;-0,1;1,459
"-*yohan_j8";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_14-10-2024";-1,326;-0,222;-0,223;1,767;-0,283;0,157
"*commentDate_11-11-2024";4,357;-0,091;-0,708;-1,969;-0,116;0,001
"-*nathan_crhn";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*spott_ch";-1,547;-0,065;-0,506;-0,011;-0,083;2,91
"-*gomartine_mairead";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*xvrslrn";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*alex_bsrb";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*audreyrmsr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentLikes_254";-0,549;-0,104;15,972;-0,417;-0,133;-0,982
"-*22printemps";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*adrienetch";-0,619;-0,026;3,993;0,919;-0,033;-1,467
"-*lucabrutie";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*dennisademaj";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_1-10-2024";-1,857;-0,078;0,402;-0,098;-0,1;1,459
"-*_lorenzo_224";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*aideen_wrg";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*y_sild";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"*commentDate_19-12-2024";12,918;0,068;-4,071;-6,499;0;0,026
"-*majorssailorcat";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*farahmand__1010";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*koaluche";-0,619;37,323;3,993;-0,562;-0,033;-1,467
"-*mewen_llb";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*adi_cvt";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*helenepv6";-0,309;-0,013;-0,101;-0,281;60,131;-0,733
"*a_0712";3,079;-0,039;-0,304;-0,844;18,733;-2,2
"*postDate_25-9-2024";3,079;-0,039;-0,304;-0,844;18,733;-2,2
"-*christianm_993";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*a_0713";6,699;-0,104;-0,809;-2,25;-0,133;-0,076
"*postDate_27-9-2024";6,699;-0,104;-0,809;-2,25;-0,133;-0,076
"-*carrofabiano";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mila_gadr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0714";-4,075;0,018;-4,858;-4,121;-1,132;24,678
"*postDate_29-9-2024";-4,075;0,018;-4,858;-4,121;-1,132;24,678
"-*myselfbibi";-1,556;-0,157;-1,214;0,908;-0,2;1,263
"-*lacachettezen";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*sandra_chervet";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*keranna_1";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*jacquesboyer94";-1,857;-0,078;-0,607;-0,098;-0,1;4,137
"-*martineboyer12";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*elisabetwitz26";10,388;-0,3;0,41;-6,47;-0,383;-0,534
"-*riodeuxjaneiro";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*decarvalhocala";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*laurenceturcry";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*algevullioud";0,771;-0,026;-0,202;0,919;-0,033;-1,467
"-*tom_hans_von_biel";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*ferhat_alcu21";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*negritosuisse";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*douladefindevie";-1,857;-0,078;-0,607;0,454;-0,1;1,459
"-*steineryannick";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*entrelesmondes_off";-0,928;-0,039;-0,304;0,227;-0,05;0,729
"-*manyachmarie";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*liviiina_ch";6,938;-0,235;-0,285;-1,235;-0,299;-0,594
"-*susribs";-1,556;-0,157;-1,214;-3,375;-0,2;11,979
"-*solasido";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*cringe_cardiaque";-0,928;-0,039;-0,304;-0,844;-0,05;4,091
"-*marcolucsar";-0,036;-0,065;-0,506;0,951;-0,083;-0,011
"-*wtfu_ziip";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*vlmojo";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*kakarotto_son_goku";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mrx_k_ro_14";-0,549;-0,104;-0,809;13,143;-0,133;-2,913
"-*natapouet";-0,928;-0,039;-0,304;0,227;18,733;-0,099
"-*coopscoop__";0;0;0;0;0;0
"*commentLikes_89";-2,843;1,694;4,344;-1,065;-0,383;0,917
"*commentDate_3-10-2024";0,157;-0,039;-0,304;-0,844;-0,05;0,729
"*a_0715";-1,547;-0,065;0,701;4,226;-0,083;-1,02
"*postDate_30-9-2024";-1,547;-0,065;0,701;4,226;-0,083;-1,02
"-*agnesfiquet76";0,989;-0,144;-1,113;0,182;-0,183;-0,159
"*a_0716";0,095;-0,091;-0,708;0,179;-0,116;0,001
"*postDate_2-10-2024";0,095;-0,091;-0,708;0,179;-0,116;0,001
"-*needhamwanda8";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_2-10-2024";-0,036;-0,065;-0,506;0,951;-0,083;-0,011
"-*le_grand_chouchou";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*a_0717";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"*postLikes_241";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"*postDate_3-10-2024";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"*commentDate_5-10-2024";3,079;-0,039;-0,304;-0,844;-0,05;-0,099
"*a_0718";0,19;-0,183;2,515;-0,002;-0,233;-1,083
"*postDate_4-10-2024";1,706;-0,209;1,754;-0,096;-0,266;-1,964
"*commentDate_3-1-2025";6,973;-0,705;-1,948;-1,606;-0,899;0,002
"*commentDate_27-1-2025";16,531;-1,11;-3,265;0,377;-1,415;-5,799
"-*lonewolf13015";-0,928;-0,039;2,096;0,227;-0,05;-0,099
"*commentDate_7-10-2024";5,85;-0,052;-0,405;0,022;-0,067;-2,934
"-*moreklewinska";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_4-10-2024";0,095;-0,091;0,218;-0,24;-0,116;0,001
"-*erushhhh";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*e36deli";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*_fran_trucco";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*glisic1783";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"*a_0719";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"*commentDate_19-11-2024";-0,244;-0,274;-2,125;-0,103;-0,349;3,305
"-*magnum44_22";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*bulles_litteraires";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*a_0720";0,102;-0,718;-5,568;-1,003;-0,915;5,681
"*postLikes_7200";-103,699;-4,724;-16,992;294,318;-4,143;-4,788
"*postDate_6-10-2024";0,102;-0,718;-5,568;-1,003;-0,915;5,681
"*commentDate_28-12-2024";24,239;-0,771;-5,974;-9,803;-0,982;0,075
"-*lucasvuilleumier";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_31-12-2024";14,762;-0,64;-4,961;-2,696;0,05;-0,251
"-*tifernate";0,743;-0,065;-0,506;-0,011;-0,083;-0,011
"*commentDate_13-4-2025";22,511;-0,483;-3,745;-8,005;3,269;-0,78
"-*rom_glss";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_14-12-2024";10,216;-0,483;-3,745;-1,538;0,262;-0,303
"-*_td2024_";-0,928;-0,039;-0,304;-0,844;18,733;0,729
"*commentDate_13-12-2024";40,049;-0,509;-2,052;-6,445;-0,649;-4,441
"-*rapha_hello";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_12-12-2024";52,856;-0,692;-5,366;-1,455;-0,882;-11,939
"-*charly_be_good";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_28-11-2024";61,42;-0,535;-4,15;-2,278;-0,682;-15,241
"-*marcyb1821";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_26-11-2024";6,699;-0,104;0,105;-2,25;-0,133;-0,982
"-*jmbocquet78";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_6-11-2024";-0,036;-0,065;-0,506;-0,011;-0,083;0,641
"-*furtifl";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*benz_zend";-0,619;-0,026;3,993;0,919;-0,033;-1,467
"*commentDate_12-10-2024";0,081;-0,144;-1,113;-3,094;-0,183;4,17
"-*luluu2skrf";0;0;0;0;0;0
"*commentDate_11-10-2024";0,771;-0,026;-0,202;0,919;-0,033;-1,467
"-*siciliangrinder";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"*commentDate_15-10-2024";1,541;-0,052;-0,405;0,022;-0,067;-0,491
"-*iblis_la_malice";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"*commentDate_3-11-2024";0,626;-0,157;-1,214;2,723;-0,2;-1,473
"-*le_gaspard_d";0;0;0;0;0;0
"-*jeanpierrerota";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_22-12-2024";17,261;-1,176;-9,116;-4,977;0,193;0,039
"-*jas_bataille";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*louis_vital";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_10-10-2024";5,85;-0,052;-0,405;-1,125;-0,067;-0,491
"-*christopheparker615";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*loelfa7";-0,619;-0,026;-0,202;7,112;-0,033;-1,467
"-*piermma21";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*frenchyflower_420";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*vichnoo21";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"*commentDate_6-10-2024";0,818;-0,287;-2,226;-0,182;-0,366;0,533
"-*nandoluginbuhl";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*marco_marchetta_5";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*winston_mmt";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_13-10-2024";-0,01;-0,117;-0,911;-0,617;-0,15;2,188
"*commentDate_23-10-2024";0;-0,274;-0,493;-1,893;-0,349;3,305
"-*quirinomanoel";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"*a_0721";3,665;-0,065;-0,506;-0,011;-0,083;-1,02
"*postDate_7-10-2024";3,665;-0,065;-0,506;-0,011;-0,083;-1,02
"-*aberclazz";1,541;17,688;-0,405;-1,125;-0,067;-0,491
"-*makoto_et_nazgul";-2,059;2,168;-2,024;12,755;8,698;-4,079
"-*_samajeste";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*michl_atmosphere";-0,928;-0,039;-0,304;0,227;18,733;-0,099
"-*fnralek";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"*a_0722";-0,036;-0,065;-0,506;0,951;-0,083;-0,011
"*postLikes_541";-0,036;-0,065;-0,506;0,951;-0,083;-0,011
"*postDate_9-10-2024";-0,036;-0,065;-0,506;0,951;-0,083;-0,011
"-*meri_n_thekirdies";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0723";1,706;-0,209;-1,619;-4,501;-0,266;2,673
"*postLikes_781";1,706;-0,209;-1,619;-4,501;-0,266;2,673
"*postDate_12-10-2024";1,706;-0,209;-1,619;-4,501;-0,266;2,673
"-*vinz8land";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_17-10-2024";0,989;-0,144;-1,113;-1,062;-0,183;0,675
"-*hammer_coach_ch";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*virginguillot";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*rezzo808";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*eltony900";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*geopolitiquefroide";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0724";0,853;-0,104;-0,809;-0,417;-0,133;0,194
"*postDate_13-10-2024";0,853;-0,104;-0,809;-0,417;-0,133;0,194
"-*pretalli155";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_22-10-2024";0,037;-0,47;-3,644;-7,727;-0,599;13,204
"-*ericjeanhenri1";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0725";0,626;-0,157;-1,214;0,908;-0,2;-0,396
"*postLikes_545";0,626;-0,157;-1,214;0,908;-0,2;-0,396
"*postDate_14-10-2024";0,626;-0,157;-1,214;0,908;-0,2;-0,396
"*commentDate_18-2-2025";2,982;-0,653;-3,098;0,479;0,041;-0,816
"-*mme_hmy";6,159;-0,078;0,402;-0,098;-0,1;-4,401
"-*deadvodoochicken";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*i_mean_amine_";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*a_0726";1,586;-0,3;-0,007;-1,065;-0,383;0,013
"*postDate_16-10-2024";1,586;-0,3;-0,007;-1,065;-0,383;0,013
"-*justt_moienft";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*flavinthewood";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"*commentDate_5-12-2024";52,669;-0,47;-1,774;-5,65;-0,599;-9,702
"-*serendipite_ch";-2,392;3,413;-1,518;2,853;2,36;-0,033
"-*milicipatrick";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_4-12-2024";39,04;-0,666;-5,163;-3,09;1,657;-7,374
"-*neffe_multiverse";0,225;-0,131;0,008;-2,813;4,348;0,242
"*commentDate_16-11-2024";-0,073;-0,131;0,008;-2,813;-0,166;3,142
"-*roxaneleroux";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*novellocolin";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_2-11-2024";-3,404;-0,144;-1,113;-1,062;-0,183;10,646
"-*dono_picco";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"*commentDate_18-10-2024";16,161;-0,065;-0,506;-1,406;-0,083;-3,667
"-*godsaura7";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ignorant___connoisseur";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*cyril_douaud";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_22-11-2024";1,282;-0,222;0,135;-2,562;-0,283;0,157
"-*morgallet84";0,771;-0,026;-0,202;0,919;-0,033;-1,467
"-*fabianoaroundtheworld";6,464;-0,026;-0,202;-0,562;-0,033;-1,467
"-*fabien_vergier";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*membrax";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*anne_rochefort";0,771;-0,026;-0,202;0,919;-0,033;-1,467
"-*zajaccoud";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"*a_0727";14,696;-0,144;-1,113;0,182;-0,183;-8,068
"*postDate_18-10-2024";14,696;-0,144;-1,113;0,182;-0,183;-8,068
"-*rathsiishtar";-0,928;-0,039;-0,304;10,668;-0,05;-2,2
"-*aurelienboillat";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nadan____r";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*a_0728";92,069;-11,899;-113,059;-295,657;-22,727;206,872
"*postLikes_560400";92,069;-11,899;-113,059;-295,657;-22,727;206,872
"*postComments_2900";92,069;-11,899;-113,059;-295,657;-22,727;206,872
"*postReposts_86";41,234;-12,1;-30,295;-232,561;-27,158;158,882
"*postDate_20-10-2024";92,069;-11,899;-113,059;-295,657;-22,727;206,872
"*commentDate_18-4-2025";4,457;6,828;-0,229;-2,502;0,537;-0,991
"-*chadanslesnuages";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_17-4-2025";2,56;-0,313;-0,725;-0,017;6,692;-1,699
"-*birkinstv";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*flav_fff";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*iicy_ifu";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_16-4-2025";6,609;-0,548;-2,334;-7,247;7,92;0,148
"-*bachir_rania";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*cyrille_p72";0;0;0;0;0;0
"*commentDate_15-4-2025";9,251;1,564;-2,429;-0,391;0,956;-2,947
"-*patrouquette";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*alexis_prxx";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*chimenevaiana";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*carminhafajolles";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*liliecx";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_14-4-2025";0,735;-0,339;-2,631;2,435;0,79;-1,419
"-*_jo_an_r4d0msk1";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*nab_mai21";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sephora_la_fille_speciale";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*schd_jj";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*fireman77_3";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*titiphaine1";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_12-4-2025";1,696;-0,666;-3,195;-3,09;0,033;2,364
"-*franck_64d";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*da_nze";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*chesco514";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_11-4-2025";18,508;0,239;-4,859;-8,866;6,355;-0,455
"-*adriana_linoute";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*bji384_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*negka_7";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*les_secrets_de_loolita";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*liz_f89";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*linconnuepasconnue";0,771;-0,026;-0,202;-0,562;29,074;-1,467
"*commentDate_10-4-2025";-1,452;-0,705;-3,485;0,002;11,187;2,016
"-*ethandakatte";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*brendymkk";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ame_elleverse";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sead_fit";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*dssyctmp";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*ismdvl22";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_9-4-2025";3,532;-1,137;-8,812;-0,081;52,606;-1,591
"-*esteban44000";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*michellejauniaux53";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*krasniqi_emina";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*brice_rb";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*jazztlse";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*mounettelaboulette";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*tshibuyakank";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*gloria_niyg";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*deniseboudovitch";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"*commentDate_8-4-2025";4,564;1,211;-2,258;-11,57;19,681;0,251
"-*crapulo35";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*perez_noemie";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*xdelatine";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*edetoutcourt14";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*9sandie4";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sasha_dom_tymczasowy";0,771;-0,026;-0,202;-0,562;29,074;-1,467
"-*maariss0112";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*n_khomais";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lightlovesound_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sousou_0620";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*valrobertjoseph";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_7-4-2025";6,811;-0,071;-4,685;-1,006;6,905;-0,566
"-*bruno_james007";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*cedboom2021";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*bluth_michael_official";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*ky_parker26";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*eveline_off";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sophia_ysh1";-0,928;-0,039;-0,304;-0,844;-0,05;4,091
"*commentDate_6-4-2025";8,781;-0,954;-5,352;-8,041;19,681;0,07
"-*rozerin_z";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*lavidaesunapellicula";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*tony_kobraa";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*_leapepin";0;0;0;0;0;0
"*commentDate_5-4-2025";14,577;-1,15;-6,845;-10,072;40,413;-0,232
"-*le_reveur_de_la";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*sandraposs";0;0;0;0;0;0
"-*aliasjohn";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*fenkorp";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*mayloud___";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*soul_man_06";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"*commentDate_4-4-2025";17,352;-0,363;-12,069;-16,259;124,169;-0,803
"-*kay_vin73";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*gabrisingr06";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"-*clem_nocap";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*abtk362";0;0;0;0;0;0
"-*vina_king";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ame_sb01";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*styvens_h_jangal";-0,619;-0,026;-0,202;0,919;-0,033;0,048
"-*troix_sixjin56";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*papriisa";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*kawther_bhr";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_2-4-2025";20,429;-0,63;-17,378;-23,777;570,327;-10,986
"-*romane_lemercier";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*benedetto_msx";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*annemariegil2007";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*mimilau13";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*lineamandis";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*addi_063";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*oppt007";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*nedryx";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_1-4-2025";66,76;-3,01;-51,09;-54,399;2458,502;-81,039
"-*nadege140";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*ethan_hay_07";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*maitripamo";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lalydoremy";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*bibanini07";0,771;-0,026;-0,202;-0,562;-0,033;0,048
"-*steph_17lr";0,004;-0,052;-0,405;-1,125;-0,067;1,751
"-*nino_dspo";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*bavaria_dj";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*petersonallah";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*im_wllm";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*deimb1";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_31-3-2025";23,936;-0,218;-22,666;-20,647;577,081;-13,526
"-*noelieannelyne";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*char_nice__";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*aurelie_galeragiron";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*kimipfr";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*lim7691";-0,619;-0,026;-0,202;-0,562;-0,033;2,727
"*commentDate_30-3-2025";0,344;0,005;-12,877;-0,48;-2,466;6,563
"-*itz_saturne";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*mazet_louise";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*naima_guem";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*mrn_shio";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*odelia_mgl";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"*commentDate_29-3-2025";-1,012;-1,163;-5,144;5,882;-1,482;0,516
"-*sbh7_photography";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*bibiwantschocolate";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*van_jivani";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*noemieivory";-0,309;-0,013;-0,101;3,556;-0,017;-0,733
"-*mimzandthekids";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*tonio83350";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*alan_rtr";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*_beurton_";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*jes_rgl";-0,309;-0,013;-0,101;-0,281;-0,017;1,364
"-*salome_d_r";-0,309;-0,013;9,884;-0,281;-0,017;-0,733
"-*h_frno";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*nasma9646";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"*commentDate_28-3-2025";-0,556;-1,516;-9,651;13,783;-0,432;-0,041
"-*bak__ben";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
"-*crazyy__ur_me_";3,232;-0,013;-0,101;-0,281;-0,017;-0,733
